Sales Title,Location/Distance (Miles),Price (£),Mileage,Year,Fuel Type,Transmissions,Colour,Number of Doors,Engine Size,Number of Reviews,Rating,Body Type,CO2 Emissions (g/km)
Ford Focus 1L ST-Line EcoBoost T,2,16949,32721,2020,Petrol,Manual,Blue,5,1.0 L,620,4,Hatchback,96
Vauxhall Corsa 1.2L Elite Edition,2,16949,6402,2022,Petrol,Manual,Blue,5,1.2 L,268,4,Hatchback,120
Jaguar XE 2L Portfolio d,2,16949,20195,2016,Diesel,Automatic,Silver,4,2.0 L,2,4.5,Saloon,111
Volkswagen Golf 2L R-Line Edition TDI,2,16949,46002,2020,Diesel,Manual,Blue,5,2.0 L,100,4.5,Hatchback,115
Audi A3 1L SE Technik TFSI,2,16999,22699,2018,Petrol,Manual,White,5,1.0 L,76,4.5,Hatchback,104
Volkswagen Golf 2L GTD BlueMotion Tech TDI,2,16999,34758,2017,Diesel,Manual,Red,3,2.0 L,100,4.5,Hatchback,114
Ford Kuga 2L Titanium X Sport TDCi,2,17049,34794,2016,Diesel,Automatic,Red,5,2.0 L,31,4.5,Suv,134
Audi A1 1L S line TFSI,2,17049,18282,2019,Petrol,Manual,White,5,1.0 L,33,4.5,Hatchback,105
Peugeot 3008 1.2L Allure PureTech,2,17049,30414,2019,Petrol,Manual,Grey,5,1.2 L,28,4.5,Suv,120
Vauxhall Grandland X 1.2L Sport Nav Turbo,2,17099,42018,2018,Petrol,Automatic,Grey,5,1.2 L,0,N/A,Suv,121
BMW 2 Series 2L M Sport 220d,2,17099,38178,2017,Diesel,Automatic,White,2,2.0 L,0,N/A,Coupe,113
Kia XCeed 1L 2 T-GDi,2,17099,6451,2021,Petrol,Manual,White,5,1.0 L,63,4.5,Suv,135
Volkswagen Polo 1L SE TSI,2,17099,6638,2018,Petrol,Automatic,Orange,5,1.0 L,151,4,Hatchback,105
Nissan Juke 1L N-Connecta DIG-T,2,17099,16763,2021,Petrol,Manual,Blue,5,1.0 L,31,4,Suv,134
Land Rover Discovery Sport 2L Pure Edition TD4,2,17099,54856,2017,Diesel,Manual,White,5,2.0 L,3,4.5,Suv,129
Vauxhall Corsa-e Elite Nav,2,17099,28807,2020,Electric,Automatic,Orange,5,N/A,268,4,Hatchback,0
Vauxhall Corsa-e SE Nav Premium,2,17099,10202,2021,Electric,Automatic,Blue,5,N/A,268,4,Hatchback,0
Ford Focus 1L Titanium Edition EcoBoost MHEV T,2,17099,10380,2021,Petrol,Manual,Grey,5,1.0 L,620,4,Hatchback,115
Mercedes-Benz C Class 2L AMG Line C200,2,17099,64660,2016,Petrol,Automatic,Blue,4,2.0 L,144,4.5,Saloon,135
Mazda Mazda6 2.2L GT Sport Nav+ SKYACTIV-D,2,17149,58178,2018,Diesel,Manual,Grey,5,2.2 L,75,4,Estate,126
Vauxhall Corsa 1.2L Elite Edition,2,17149,3876,2022,Petrol,Manual,Grey,5,1.2 L,268,4,Hatchback,120
Vauxhall Corsa 1.2L Elite Edition,2,17149,4028,2022,Petrol,Manual,Black,5,1.2 L,268,4,Hatchback,120
Toyota Yaris 1.5L Icon VVT-i,2,17149,10923,2020,Petrol,Automatic,White,5,1.5 L,155,4.5,Hatchback,112
Lexus CT 200h 1.8L Sport,2,17149,30006,2017,Hybrid,Automatic,Red,5,1.8 L,7,4.5,Hatchback,94
Mercedes-Benz A Class 1.5L Sport A180d,2,17199,26494,2018,Diesel,Manual,Grey,5,1.5 L,47,4,Hatchback,102
BMW i3 33kWh Auto (Range Extender),2,17199,40333,2017,Electric,Automatic,Silver,4,12 g/km,0,N/A,Hatchback,0
Volkswagen Scirocco 2L GT Black Edition BlueMotion Tech TSI,2,17199,24579,2016,Petrol,Manual,Purple,3,2.0 L,9,4.5,Coupe,142
Nissan Qashqai 1.6L Tekna DIG-T,2,17199,22468,2017,Petrol,Manual,Grey,5,1.6 L,100,4.5,Suv,138
Mini Convertible 2L Cooper S Classic,2,17199,16548,2019,Petrol,Manual,Silver,2,2.0 L,4,3.5,Convertible,157
Vauxhall Astra 1.2L Griffin Edition Turbo,2,17199,9686,2021,Petrol,Manual,Red,5,1.2 L,368,4,Hatchback,121
Mini Hatch 1.5L Cooper,2,17199,9824,2018,Petrol,Automatic,Blue,3,1.5 L,0,N/A,Hatchback,119
Vauxhall Corsa 1.2L SRi Edition Turbo,2,17199,3616,2022,Petrol,Manual,White,5,1.2 L,268,4,Hatchback,117
Mini Countryman 1.5L Cooper SE,2,17199,66143,2017,Plug_in_hybrid,Automatic,Grey,5,1.5 L,9,4.5,Suv,52
Honda Jazz 1.5L SE h i-MMD,2,17199,10604,2021,Hybrid,Automatic,Grey,5,1.5 L,218,4.5,Hatchback,102
Kia Ceed 1L 2 T-GDi,2,17249,1287,2021,Petrol,Manual,White,5,1.0 L,63,4.5,Hatchback,119
Vauxhall Crossland 1.2L SRi Nav Turbo,2,17249,12548,2021,Petrol,Manual,White,5,1.2 L,0,N/A,Suv,132
Vauxhall Corsa 1.2L Elite Edition,2,17249,2803,2022,Petrol,Manual,Blue,5,1.2 L,268,4,Hatchback,120
Mercedes-Benz E Class 2.1L AMG Night Edition BlueTEC E220,2,17249,26862,2016,Diesel,Automatic,Red,4,2.1 L,88,4.5,Saloon,121
Volkswagen Golf 1.6L Match Edition TDI,2,17249,16389,2020,Diesel,Manual,White,5,1.6 L,100,4.5,Hatchback,128
Ford Fiesta 1L ST-Line X Edition EcoBoost MHEV T,2,17249,7618,2020,Petrol,Manual,Grey,5,1.0 L,373,4,Hatchback,121
Kia XCeed 1L 2 ECO T-GDi,2,17299,14478,2021,Petrol,Manual,Grey,5,1.0 L,63,4.5,Suv,135
Vauxhall Corsa 1.2L Elite Nav Premium Turbo,2,17299,10901,2021,Petrol,Manual,Black,5,1.2 L,268,4,Hatchback,120
Ford Focus 1L Titanium EcoBoost T,2,17299,12222,2020,Petrol,Manual,Blue,5,1.0 L,620,4,Hatchback,125
Ford Focus 1L Titanium Edition EcoBoost MHEV T,2,17299,12972,2021,Petrol,Manual,Black,5,1.0 L,620,4,Hatchback,115
BMW 2 Series Gran Tourer 2L M Sport 220d,2,17299,48337,2016,Diesel,Automatic,Black,5,2.0 L,0,N/A,Hatchback,134
Ford Focus 1L Titanium Edition EcoBoost MHEV T,2,17299,8049,2021,Petrol,Manual,Silver,5,1.0 L,620,4,Hatchback,115
BMW 1 Series 1.5L Sport 118i,2,17349,26678,2019,Petrol,Manual,Black,5,1.5 L,31,4,Hatchback,137
BMW 1 Series 1.5L M Sport Shadow Edition 116d,2,17349,38613,2019,Diesel,Manual,Blue,5,1.5 L,12,4.5,Hatchback,114
Honda CR-V 1.6L EX i-DTEC,2,17349,58725,2018,Diesel,Automatic,White,5,1.6 L,152,4.5,Suv,139
Kia Ceed 1.6L 2 MHEV CRDi,2,17349,8045,2021,Diesel,Manual,Brown,5,1.6 L,63,4.5,Estate,119
Vauxhall Combo Life 1.5L Energy BlueInjection Turbo D,2,17399,18055,2020,Diesel,Manual,Blue,5,1.5 L,4,4,Mpv,111
Mini Countryman 2L Cooper SD,2,17399,34445,2016,Diesel,Automatic,Red,5,2.0 L,9,4.5,Suv,161
Vauxhall Astra 1.2L Elite Nav Premium Turbo,2,17399,10291,2021,Petrol,Manual,Black,5,1.2 L,368,4,Hatchback,121
Ford Fiesta 1L ST-Line Edition EcoBoost MHEV T,2,17449,10666,2021,Petrol,Manual,Blue,5,1.0 L,373,4,Hatchback,117
Land Rover Range Rover Evoque 2L SE eD4,2,17449,50289,2016,Diesel,Manual,Red,5,2.0 L,28,3.5,Suv,113
Volkswagen Golf 1.6L SE TDI,2,17449,20000,2018,Diesel,Automatic,Grey,5,1.6 L,100,4.5,Hatchback,109
Vauxhall Corsa 1.2L Elite Turbo,2,17449,6227,2021,Petrol,Automatic,Orange,5,1.2 L,268,4,Hatchback,122
Nissan Juke 1L N-Connecta DIG-T,2,17449,12248,2021,Petrol,Manual,Silver,5,1.0 L,31,4,Suv,134
Mini Hatch 1.5L One Classic,2,17449,4636,2019,Petrol,Automatic,Blue,5,1.5 L,0,N/A,Hatchback,114
Mitsubishi Eclipse Cross 1.5L 4 T,2,17449,34810,2019,Petrol,Automatic,Gold,5,1.5 L,0,N/A,Suv,175
Kia Sportage 1.6L Edition 25 GDi,2,17449,40001,2018,Petrol,Manual,Grey,5,1.6 L,45,4.5,Suv,162
Volkswagen Polo 1L Match TSI,2,17499,14188,2020,Petrol,Manual,White,5,1.0 L,151,4,Hatchback,127
Kia Sportage 1.6L 2 MHEV CRDi,2,17499,36916,2020,Diesel,Manual,Red,5,1.6 L,45,4.5,Suv,141
Hyundai IONIQ Premium,2,17499,20163,2019,Electric,Automatic,White,5,N/A,0,N/A,Hatchback,0
BMW i3 ,2,17499,28701,2019,Electric,Automatic,Black,5,N/A,0,N/A,Hatchback,0
Mercedes-Benz C Class 2L Sport C350e,2,17499,64150,2018,Plug_in_hybrid,Automatic,White,5,2.0 L,144,4.5,Estate,49
Mazda MX-5 RF 2L Sport Nav SKYACTIV-G,2,17499,18639,2018,Petrol,Manual,White,2,2.0 L,62,4,Convertible,161
Mazda MX-30 SE-L Lux,2,17499,6837,2021,Electric,Automatic,Grey,5,N/A,53,4,Suv,0
Volkswagen e-Golf e-Golf,2,17499,18663,2020,Electric,Automatic,Blue,5,N/A,157,4.5,Hatchback,0
Kia Niro 1.6L 3 GDi,2,17499,28024,2017,Petrol,Automatic,Blue,5,1.6 L,1,4.5,Suv,29
Mercedes-Benz A Class 1.5L Sport A180d,2,17549,28050,2018,Diesel,Automatic,Silver,5,1.5 L,47,4,Hatchback,101
Honda Jazz 1.5L SE h i-MMD,2,17549,10574,2021,Hybrid,Automatic,Grey,5,1.5 L,218,4.5,Hatchback,102
Nissan Juke 1.6L Nismo RS DIG-T,2,17549,18846,2015,Petrol,Manual,Black,5,1.6 L,31,4,Suv,0
Volkswagen Polo 1L SE TSI,2,17549,20678,2020,Petrol,Automatic,Grey,5,1.0 L,151,4,Hatchback,109
Vauxhall Grandland X 1.6L Sport Nav BlueInjection Turbo D,2,17599,14322,2019,Diesel,Manual,Grey,5,1.6 L,0,N/A,Suv,104
Toyota Aygo X 1L Pure VVT-i,2,17599,4080,2022,Petrol,Automatic,White,5,1.0 L,41,4,Hatchback,113
Kia Stonic 1L 4 T-GDi,2,17599,28184,2019,Petrol,Automatic,White,5,1.0 L,1,4,Suv,120
Audi A3 2L Sport TDI,2,17599,44108,2019,Diesel,Automatic,Black,5,2.0 L,76,4.5,Hatchback,117
Ford Fiesta 1L Active EcoBoost T,2,17599,3000,2022,Petrol,Manual,Black,5,1.0 L,373,4,Hatchback,123
Mazda MX-30 SE-L Lux,2,17599,12722,2021,Electric,Automatic,Black,5,N/A,53,4,Suv,0
BMW i3 42.2kWh,2,17599,24123,2019,Electric,Automatic,White,5,N/A,0,N/A,Hatchback,0
Toyota Yaris 1.5L Excel VVT-h,2,17649,14669,2019,Hybrid,Automatic,Red,5,1.5 L,155,4.5,Hatchback,91
Citroen C5 Aircross 1.2L Flair Plus PureTech,2,17649,34042,2019,Petrol,Manual,Black,5,1.2 L,61,4.5,Suv,119
Volkswagen e-Golf e-Golf,2,17649,26864,2019,Electric,Automatic,Grey,5,N/A,157,4.5,Hatchback,0
Audi A3 2L S line TDI,2,17649,40703,2018,Diesel,Manual,Grey,5,2.0 L,76,4.5,Hatchback,112
Skoda Karoq 1.5L SE Technology ACT TSI,2,17649,42391,2020,Petrol,Manual,Blue,5,1.5 L,1,4,Suv,118
Seat Alhambra 2L SE TDI,2,17649,42935,2017,Diesel,Automatic,Red,5,2.0 L,13,4.5,Mpv,137
Ford Focus 1L Titanium Edition EcoBoost MHEV T,2,17649,14032,2021,Petrol,Manual,Grey,5,1.0 L,620,4,Hatchback,115
Land Rover Range Rover Evoque 2L SE Tech TD4,2,17649,64400,2015,Diesel,Automatic,Red,5,2.0 L,28,3.5,Suv,134
Honda Jazz 1.5L SE h i-MMD,2,17649,2866,2021,Petrol,Automatic,Black,5,1.5 L,218,4.5,Hatchback,102
Honda Jazz 1.3L EX Navi i-VTEC,2,17649,10562,2020,Petrol,Automatic,Silver,5,1.3 L,218,4.5,Hatchback,111
Mini Hatch 2L Cooper S Sport,2,17649,14317,2019,Petrol,Manual,White,3,2.0 L,0,N/A,Hatchback,147
Ford Fiesta 1L ST-Line Edition EcoBoost MHEV T,2,17649,8005,2021,Petrol,Manual,White,5,1.0 L,373,4,Hatchback,118
Honda CR-V 2L EX i-VTEC,2,17699,50407,2017,Petrol,Manual,White,5,2.0 L,152,4.5,Suv,177
Honda Jazz 1.5L SE h i-MMD,2,17699,2884,2021,Hybrid,Automatic,Black,5,1.5 L,218,4.5,Hatchback,102
Volvo V40 Cross Country 1.5L Pro T3,2,17699,26220,2019,Petrol,Automatic,Red,5,1.5 L,46,4.5,Hatchback,138
Hyundai IONIQ Premium,2,17699,10441,2020,Electric,Automatic,Black,5,N/A,0,N/A,Hatchback,0
Vauxhall Grandland X 1.2L Elite Nav Turbo,2,17749,18384,2019,Petrol,Manual,Blue,5,1.2 L,0,N/A,Suv,114
Peugeot 208 1.2L GT Line PureTech,2,17749,28420,2020,Petrol,Automatic,Yellow,5,1.2 L,24,4.5,Hatchback,128
Peugeot 3008 1.2L Allure PureTech,2,17749,34909,2017,Petrol,Automatic,Grey,5,1.2 L,28,4.5,Suv,120
Ford Focus 1L Titanium Edition EcoBoost MHEV T,2,17749,6608,2021,Petrol,Manual,Black,5,1.0 L,620,4,Hatchback,115
Mini Hatch 2L Cooper S,2,17799,20665,2018,Petrol,Manual,Silver,3,2.0 L,0,N/A,Hatchback,136
Vauxhall Combo Life 1.5L Energy BlueInjection Turbo D,2,17799,12814,2019,Diesel,Manual,Black,5,1.5 L,4,4,Mpv,111
Audi Q2 1.4L S line CoD TFSI,2,17799,50431,2017,Petrol,Manual,White,5,1.4 L,1,4.5,Suv,128
Jaguar XE 2L Prestige GTDi,2,17799,6899,2016,Petrol,Automatic,White,4,2.0 L,2,4.5,Saloon,179
Kia XCeed 1L 2 T-GDi,2,17849,8638,2021,Petrol,Manual,White,5,1.0 L,63,4.5,Suv,135
Kia XCeed 1L 2 ECO T-GDi,2,17849,8643,2021,Petrol,Manual,Grey,5,1.0 L,63,4.5,Suv,135
Mercedes-Benz A Class 1.6L Sport A180,2,17849,24620,2017,Petrol,Automatic,Grey,5,1.6 L,47,4,Hatchback,126
Vauxhall Corsa 1.2L Elite Turbo,2,17849,2471,2021,Petrol,Automatic,Grey,5,1.2 L,268,4,Hatchback,122
BMW 1 Series 2L M Sport 120i,2,17849,30614,2018,Petrol,Automatic,Black,3,2.0 L,15,4,Hatchback,135
Mini Hatch 1.5L Cooper D,2,17849,22268,2018,Diesel,Automatic,Orange,3,1.5 L,0,N/A,Hatchback,100
Nissan Qashqai 1.3L N-Connecta DIG-T,2,17849,44095,2020,Petrol,Automatic,Black,5,1.3 L,100,4.5,Suv,131
Volkswagen T-Roc 1L Design TSI,2,17849,32143,2019,Petrol,Manual,Silver,5,1.0 L,1,5,Suv,118
Honda Jazz 1.5L SE h i-MMD,2,17849,4486,2021,Petrol,Automatic,Grey,5,1.5 L,218,4.5,Hatchback,102
Mercedes-Benz A Class 2.1L AMG Line A200d,2,17849,36000,2018,Diesel,Automatic,White,5,2.1 L,47,4,Hatchback,103
Kia XCeed 1L Connect T-GDi,2,17849,12921,2021,Petrol,Manual,Orange,5,1.0 L,63,4.5,Suv,136
Nissan Qashqai 1.3L N-Connecta DIG-T,2,17849,14274,2019,Petrol,Manual,Red,5,1.3 L,100,4.5,Suv,130
Ford Fiesta 1L ST-Line Edition EcoBoost MHEV T,2,17849,16634,2021,Petrol,Manual,Grey,5,1.0 L,373,4,Hatchback,117
Volkswagen e-Golf 1.4L e-Golf,2,17899,18152,2019,Electric,Automatic,Black,5,N/A,157,4.5,Hatchback,0
Nissan X-Trail 2L N-Vision dCi,2,17949,46186,2017,Diesel,Automatic,Green,5,2.0 L,42,4.5,Suv,162
Audi A1 1.5L Sport TFSI,2,17949,26074,2019,Petrol,Automatic,Black,5,1.5 L,33,4.5,Hatchback,115
Ford Focus 1.5L Zetec EcoBlue,2,17949,5080,2021,Diesel,Manual,Red,5,1.5 L,620,4,Estate,112
Kia Sportage 1.6L 4 CRDi,2,17949,48309,2018,Diesel,Manual,Grey,5,1.6 L,45,4.5,Suv,129
Seat Arona 1L XCELLENCE Lux TSI,2,17949,16323,2020,Petrol,Automatic,Grey,5,1.0 L,0,N/A,Suv,114
MG MG ZS Excite EV,2,17949,3050,2020,Electric,Automatic,Blue,5,N/A,12,4,Suv,0
Hyundai TUCSON 1.6L SE Nav GDi,2,17999,26641,2019,Petrol,Manual,Brown,5,1.6 L,11,4.5,Suv,162
Volkswagen Polo 1L Match TSI,2,17999,8454,2020,Petrol,Manual,White,5,1.0 L,151,4,Hatchback,127
Vauxhall Corsa 1.2L Elite Nav Premium Turbo,2,17999,8246,2020,Petrol,Automatic,Grey,5,1.2 L,268,4,Hatchback,99
Ford Kuga 1.5L ST-Line EcoBoost T,2,17999,32510,2019,Petrol,Manual,Black,5,1.5 L,31,4.5,Suv,164
Ford Focus 1L ST-Line X EcoBoost T,2,17999,16680,2019,Petrol,Manual,Black,5,1.0 L,620,4,Hatchback,114
BMW 2 Series Active Tourer 1.5L SE 218i,2,18049,22013,2019,Petrol,Automatic,Black,5,1.5 L,0,N/A,Mpv,117
Mini Hatch 1.5L Cooper Classic,2,18049,30930,2021,Petrol,Manual,Red,5,1.5 L,0,N/A,Hatchback,126
Vauxhall Corsa 1.2L Elite Nav Turbo,2,18049,9656,2021,Petrol,Automatic,White,5,1.2 L,268,4,Hatchback,122
Ford Kuga 1.5L Vignale EcoBoost T,2,18049,44034,2019,Petrol,Automatic,Gold,5,1.5 L,31,4.5,Suv,208
Hyundai TUCSON 1.6L SE Nav GDi,2,18099,34769,2019,Petrol,Manual,Grey,5,1.6 L,11,4.5,Suv,156
Hyundai TUCSON 1.6L SE Nav GDi,2,18099,34463,2019,Petrol,Manual,Black,5,1.6 L,11,4.5,Suv,156
Jaguar XE 2L Prestige d,2,18099,30467,2019,Diesel,Automatic,Black,4,2.0 L,2,4.5,Saloon,141
Kia Stonic 1L 3 T-GDi,2,18099,3450,2020,Petrol,Automatic,Grey,5,1.0 L,1,4,Suv,138
Nissan Qashqai 1.2L N-Connecta DIG-T,2,18099,10721,2019,Petrol,Manual,Blue,5,1.2 L,100,4.5,Suv,129
Jeep Cherokee 2.2L Limited MultiJetII,2,18099,24835,2017,Diesel,Automatic,Black,5,2.2 L,9,4.5,Suv,150
Volvo V40 1.5L Inscription T3,2,18099,18213,2018,Petrol,Automatic,Grey,5,1.5 L,46,4.5,Hatchback,132
DS DS 7 CROSSBACK 1.5L Prestige BlueHDi,2,18149,74693,2019,Diesel,Manual,Gold,5,1.5 L,0,N/A,Suv,107
Volkswagen Passat 2L SE Business TDI,2,18149,44060,2019,Diesel,Automatic,Silver,5,2.0 L,154,4.5,Estate,113
Volkswagen CC 2L R-Line Black Edition BlueMotion Tech TDI,2,18199,38466,2017,Diesel,Manual,White,4,2.0 L,15,4.5,Saloon,127
Audi A5 2L S line TFSI,2,18199,58811,2016,Petrol,Manual,Black,5,2.0 L,21,4.5,Hatchback,159
Vauxhall Grandland X 1.2L SRi Nav Turbo,2,18199,8228,2020,Petrol,Manual,Grey,5,1.2 L,0,N/A,Suv,146
Land Rover Discovery Sport 2L SE Tech TD4,2,18199,64543,2016,Diesel,Manual,Grey,5,2.0 L,3,4.5,Suv,139
Ford Focus 1L ST-Line X EcoBoost T,2,18199,10736,2019,Petrol,Manual,Red,5,1.0 L,620,4,Hatchback,114
Kia Sportage 1.6L GT-Line CRDi,2,18199,18955,2018,Diesel,Manual,Blue,5,1.6 L,45,4.5,Suv,130
Volkswagen Polo 1L Match TSI,2,18249,14707,2021,Petrol,Manual,Black,5,1.0 L,151,4,Hatchback,120
BMW 5 Series 2L SE 520d,2,18249,92012,2019,Diesel,Automatic,Grey,4,2.0 L,40,4.5,Saloon,117
Audi A1 1L S line TFSI,2,18249,40269,2020,Petrol,Manual,Red,5,1.0 L,33,4.5,Hatchback,132
Toyota C-HR 1.2L Excel VVT-i,2,18249,18551,2018,Petrol,Automatic,Silver,5,1.2 L,1,2.5,Suv,135
Volkswagen T-Roc 1L SE TSI,2,18249,30585,2020,Petrol,Manual,Blue,5,1.0 L,1,5,Suv,118
Toyota C-HR 1.8L Dynamic VVT-h,2,18249,52249,2019,Hybrid,Automatic,Blue,5,1.8 L,1,2.5,Suv,86
Nissan Qashqai 1.5L Tekna+ dCi,2,18299,36830,2019,Diesel,Manual,Grey,5,1.5 L,100,4.5,Suv,110
Honda Jazz 1.5L SE h i-MMD,2,18299,8801,2021,Hybrid,Automatic,Grey,5,1.5 L,218,4.5,Hatchback,102
Volkswagen e-Golf e-Golf,2,18299,36485,2020,Electric,Automatic,Grey,5,N/A,157,4.5,Hatchback,0
Land Rover Discovery Sport 2L HSE TD4,2,18299,54951,2017,Diesel,Manual,Red,5,2.0 L,3,4.5,Suv,129
BMW 1 Series 1.5L M Sport Shadow Edition 118i,2,18349,46009,2019,Petrol,Manual,White,5,1.5 L,31,4,Hatchback,137
Volkswagen Passat 2L SE Business TDI,2,18349,52713,2018,Diesel,Automatic,Silver,5,2.0 L,154,4.5,Estate,113
Volkswagen e-Golf e-Golf,2,18349,12652,2020,Electric,Automatic,Blue,5,N/A,157,4.5,Hatchback,0
Ford EcoSport 1L ST-Line EcoBoost T,2,18349,24514,2019,Petrol,Automatic,Blue,5,1.0 L,3,4.5,Suv,140
